2024-01-02,53.02,52.96,53.27,52.72,134591,713792764.00,1.04,-0.11,-0.06,0.68
2024-01-03,52.85,52.48,53.18,52.16,128475,675958355.00,1.93,-0.91,-0.48,0.65
2024-01-04,52.50,51.88,52.70,51.42,148885,773314889.00,2.44,-1.14,-0.60,0.75
2024-01-05,51.75,50.58,52.48,50.19,194369,998406765.00,4.41,-2.51,-1.30,0.98
2024-01-08,50.59,49.50,50.81,48.60,224988,1110310363.00,4.37,-2.14,-1.08,1.14
2024-01-09,49.48,48.45,49.67,47.90,204946,997731837.00,3.58,-2.12,-1.05,1.04
2024-01-10,48.25,47.47,48.55,47.41,149635,714549962.00,2.35,-2.02,-0.98,0.76
2024-01-11,47.28,47.60,48.22,47.15,178597,849780614.00,2.25,0.27,0.13,0.90
2024-01-12,47.50,45.83,47.55,45.79,229001,1064018744.00,3.70,-3.72,-1.77,1.16
2024-01-15,45.80,45.67,46.56,45.24,159438,732805094.00,2.88,-0.35,-0.16,0.81
2024-01-16,45.59,45.99,46.08,44.90,173026,787262836.00,2.58,0.70,0.32,0.88
2024-01-17,45.95,44.69,45.95,44.69,132214,597545961.00,2.74,-2.83,-1.30,0.67
2024-01-18,44.69,45.64,45.68,43.38,276796,1227658372.00,5.15,2.13,0.95,1.40
2024-01-19,45.50,45.86,46.38,45.20,196674,901687807.00,2.59,0.48,0.22,1.00
2024-01-22,45.67,44.83,46.23,44.50,260600,1187192765.00,3.77,-2.25,-1.03,1.32
2024-01-23,44.83,44.72,45.69,44.53,203392,915329858.00,2.59,-0.25,-0.11,1.03
2024-01-24,44.94,45.37,45.58,43.73,208729,930621540.00,4.14,1.45,0.65,1.06
2024-01-25,45.45,47.26,47.41,45.07,255771,1187793509.00,5.16,4.17,1.89,1.30
2024-01-26,46.90,46.50,47.18,46.23,180096,842394635.00,2.01,-1.61,-0.76,0.91
