2019-07-22,41.89,48.84,67.44,34.43,323797,1446078947.00,127.30,88.35,22.91,79.48
2019-07-23,40.06,41.01,44.16,38.80,130146,553993326.00,10.97,-16.03,-7.83,31.95
2019-07-24,41.32,43.67,43.81,41.32,121084,525497307.00,6.07,6.49,2.66,29.72
2019-07-25,44.81,48.23,50.81,44.81,184237,888863232.00,13.74,10.44,4.56,45.23
2019-07-26,47.31,44.00,47.31,43.89,112871,518630655.00,7.09,-8.77,-4.23,27.71
2019-07-29,44.86,47.16,47.62,44.86,107378,507260805.00,6.27,7.18,3.16,26.36
2019-07-30,48.01,49.17,50.19,46.99,156916,779726820.00,6.79,4.26,2.01,38.52
2019-07-31,49.31,50.51,50.81,47.77,146540,738119065.00,6.18,2.73,1.34,35.97
2019-08-01,49.53,54.45,55.29,48.99,177320,936886010.00,12.47,7.80,3.94,43.53
2019-08-02,52.81,57.68,61.30,52.31,205827,1188930240.00,16.51,5.93,3.23,50.53
2019-08-05,57.69,66.51,66.51,55.31,192362,1193789846.00,19.42,15.31,8.83,47.22
2019-08-06,64.31,58.31,68.77,56.31,212892,1395813644.00,18.73,-12.33,-8.20,52.26
2019-08-07,60.51,61.01,62.75,56.33,134029,806963952.00,11.01,4.63,2.70,32.90
2019-08-08,60.51,55.41,61.32,55.32,108767,638008733.00,9.83,-9.18,-5.60,26.70
2019-08-09,56.30,52.43,56.30,51.60,96521,520605328.00,8.48,-5.38,-2.98,23.69
2019-08-12,52.31,50.69,52.79,48.78,77617,397635126.00,7.65,-3.32,-1.74,19.05
2019-08-13,50.81,52.61,52.62,50.31,77517,405160462.00,4.56,3.79,1.92,19.03
2019-08-14,53.31,53.35,54.36,52.81,69459,377147026.00,2.95,1.41,0.74,17.05
2019-08-15,51.31,54.26,54.28,50.93,58545,314876559.00,6.28,1.71,0.91,14.37
2019-08-16,56.32,54.43,57.79,54.33,92642,526618535.00,6.38,0.31,0.17,22.74
2019-08-19,53.91,53.82,54.81,52.32,67169,363732330.00,4.57,-1.12,-0.61,16.49
2019-08-20,52.96,52.66,54.11,52.60,43098,232431382.00,2.81,-2.16,-1.16,10.58
2019-08-21,52.66,48.38,52.97,48.01,76543,385853904.00,9.42,-8.13,-4.28,18.79
2019-08-22,48.31,47.90,49.05,47.31,39524,192692007.00,3.60,-0.99,-0.48,9.70
2019-08-23,48.22,44.76,48.31,43.71,72928,339483157.00,9.60,-6.56,-3.14,17.90
2019-08-26,45.02,45.26,45.80,44.31,35311,162229046.00,3.33,1.12,0.50,8.67
2019-08-27,45.59,45.42,45.81,44.16,37959,173312559.00,3.65,0.35,0.16,9.32
2019-08-28,45.21,44.16,45.69,44.14,34348,156324268.00,3.41,-2.77,-1.26,8.43
2019-08-29,44.16,44.13,44.45,42.33,45160,199021504.00,4.80,-0.07,-0.03,11.09
2019-08-30,44.39,43.88,44.60,43.63,31958,143359779.00,2.20,-0.57,-0.25,7.85
2019-09-02,44.45,44.29,44.45,43.81,23188,104046790.00,1.46,0.93,0.41,5.69
2019-09-03,44.16,47.27,47.74,44.01,68968,325658468.00,8.42,6.73,2.98,16.93
